GMLID;Localisation;ORGANISME;RelevantEmissions;typologie
SPO-FR10025_5;Sangatte;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10025_5;Sangatte;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10025_5;Sangatte;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10026_10;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_38;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_8;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_8;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_8;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_9;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_7;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_5;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_5;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_5;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_5;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10026_1;Calais Parmentier;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10027_38;Calais EREA;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10027_8;Calais EREA;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10027_1;Calais EREA;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10028_5;Gravelines PC/Drire;ATMO HAUTS DE FRANCE;industrielle;périurbaine
SPO-FR10028_5;Gravelines PC/Drire;ATMO HAUTS DE FRANCE;industrielle;périurbaine
SPO-FR10028_1;Gravelines PC/Drire;ATMO HAUTS DE FRANCE;industrielle;périurbaine
SPO-FR10029_38;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_8;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_9;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_7;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_5;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_5;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_5;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_5;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_5;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_6001;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_6001;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10029_1;Cappelle la Grande;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10030_38;Boulogne Diderot;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10030_8;Boulogne Diderot;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10030_5;Boulogne Diderot;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10030_6001;Boulogne Diderot;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10031_38;Boulogne Centre;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10031_8;Boulogne Centre;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10031_5;Boulogne Centre;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10031_5;Boulogne Centre;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR10032_10;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_10;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_38;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_8;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_9;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_7;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_5;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_5;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_5;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_5;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10032_1;Outreau;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR10034_5018;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5018;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5029;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_10;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5014;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5014;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_38;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_8;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_9;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5015;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5015;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5012;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_5012;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10034_1;Grande-synthe;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR10041_20;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_10;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_38;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_8;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_9;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_7;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_5;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_5;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_5;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_5;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10041_1;St Omer Ribot;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR10132_7;Campagne les B.;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR10132_5;Campagne les B.;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR10132_6001;Campagne les B.;ATMO HAUTS DE FRANCE;Fond;rural regional
SPO-FR11007_431;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_431;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_21;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_21;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_20;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_20;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_38;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_8;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_9;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_6001;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_464;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_464;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_482;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11007_482;Lille Leeds;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11016_5018;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5018;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5018;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5014;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5014;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5014;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_38;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_8;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5015;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5015;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5015;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_7;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_7;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5012;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5012;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_5012;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11016_1;Marcq CTM;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_10;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_38;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_8;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_7;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_5;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_5;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11022_1;Armentieres Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_38;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_8;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_9;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_7;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_5;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_5;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_6001;Lille Fives;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11025_1;Lille Fives;ATMO HAUTS DE FRANCE;industrielle;Urbaine
SPO-FR11026_38;Halluin stade;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11026_8;Halluin stade;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11026_9;Halluin stade;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11026_7;Halluin stade;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11027_5;Tourcoing Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11027_1;Tourcoing Centre;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11030_20;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_10;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_38;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_8;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_7;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_5;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_5;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11030_1;Salome Ecoles;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11033_7;Lesquin Centre;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR11034_5029;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_5029;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_431;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_21;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_20;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_10;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_38;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_8;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_9;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_5;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_5;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_5;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_5;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_6001;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_6001;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_6001;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_6001;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_464;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11034_482;Roubaix Serres;ATMO HAUTS DE FRANCE;Trafic;Urbaine
SPO-FR11038_38;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11038_8;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11038_9;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11038_7;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11038_5;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11038_6001;Tourcoing Houpline;ATMO HAUTS DE FRANCE;Fond;Urbaine
SPO-FR11114_7;Wattignies;ATMO HAUTS DE FRANCE;Fond;périurbaine
SPO-FR12001_38;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_38;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_38;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_8;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_8;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_8;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12001_7;COLOMIERS;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12004_38;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_38;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_38;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_8;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_8;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_8;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_9;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_7;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_7;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_7;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_5;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_5;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12004_5;ECOLE M.JACQUIER;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12008_20;Toulouse rue de Metz;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12008_20;Toulouse rue de Metz;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12008_38;Toulouse rue de Metz;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12008_8;Toulouse rue de Metz;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12009_20;Toulouse rue de Pargaminières;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12009_20;Toulouse rue de Pargaminières;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12009_10;Toulouse rue de Pargaminières;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12009_38;Toulouse rue de Pargaminières;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12009_8;Toulouse rue de Pargaminières;ATMO OCCITANIE;Trafic;Urbaine
SPO-FR12012_5012;Toulouse Faure STCM;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12012_5012;Toulouse Faure STCM;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12012_5012;Toulouse Faure STCM;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12013_5012;Toulouse Ferry STCM;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12013_5012;Toulouse Ferry STCM;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12015_1;MIRAMONT;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12015_1;MIRAMONT;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12016_1;DAURAT ST GAUDENS;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12016_1;DAURAT ST GAUDENS;ATMO OCCITANIE;industrielle;Urbaine
SPO-FR12017_7;CANTEPAU ALBI;ATMO OCCITANIE;Fond;périurbaine
SPO-FR12020_5018;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5018;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5029;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5029;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5610;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5610;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5617;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5617;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5623;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5759;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5759;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5626;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5626;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5014;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5014;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5016;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5073;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5419;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5419;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5655;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5655;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_38;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_38;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_8;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_8;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_9;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_9;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5015;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5015;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_7;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_7;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_6001;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_6001;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5012;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5012;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12020_5063;PEYRUSSE;ATMO OCCITANIE;Fond;rural-remote
SPO-FR12021_38;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_38;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_8;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_8;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_9;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_7;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_7;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_5;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12021_6001;Toulouse Mazades;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_38;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_38;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_8;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_8;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_9;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_7;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_7;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_5;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_5;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_5;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_5;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12026_1;ALBI DELMAS;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12029_7;GAUDONVILLE;ATMO OCCITANIE;Fond;rural regional
SPO-FR12029_7;GAUDONVILLE;ATMO OCCITANIE;Fond;rural regional
SPO-FR12030_5018;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5018;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5029;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_20;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5014;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5014;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_38;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_38;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_8;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_8;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_9;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5015;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_5015;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_7;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
SPO-FR12030_7;Toulouse Berthelot;ATMO OCCITANIE;Fond;Urbaine
